content,poster,follower,post_time,title
            前段时间发过帖，腿上面长了个假性肿瘤 而且骨头已经被破坏了，因为一直没筹到钱就一直拖到五月份，五月初去的苏州第一人民医院， 在骨科杨主任那里看的。 跟血液科都沟通好了， 血液科余主任答应手术中也会到场。   杨主任说最近没有床位，让我们留了电话回家等 。说是等一个星期左右，没想到一直等到现在，一个月了一个电话都没等到！  床位真的那么紧张？ 我从来没听说过等床位要等一个多月的！    咱这情况一般医院又不敢做，  真是无奈。     对这医院真失望。,金牌凯子你小爸,17,,吐槽一下苏州第一人民医院
            本人26岁乙型九因子缺乏，山东农村地区人士，小时候发病吃云南白药，现在也是云南白药加路盖克（一种止痛药）预防保养没有用过因子，09年去协和注射过液体穿刺治疗膝盖，真的再也没疼过，后面去预约别的关节一直没再通知去治疗，前几天去北京办事又去了趟医院，华宝来医生说现在没药需要等待有了会在网站告知，回来后想不起来网址了，有没有了解的病友告诉下，提前谢过了！,xiao伙灬贼稳妥,19,,求北京病友告知协和医院西院华宝来医生跟患者沟通的网站渠道
            谁有康斯平8因子图片发来看看可以吗,大千世界无qby,2,,康斯平
            ,农民阿以,3,,求帮忙，哪里治疗急性再障贫血，家里条件有限
            我儿子现在15个月大，特皮！皮起来真让人头疼，有这病还不能打，现在性子很大，请问你们是怎么带小孩的？,柏孝青,25,,请问病友家属是怎么管教小孩的？
            ,星河好大,1,,祝:友友们中秋节日快乐！
            祝全国病友中秋节快乐。,老大男P236H,1,,祝全国病友中秋节快乐。
            昨晚准备输六袋的可是输到第三袋就全身痒和心跳加速还不停出汗！不知道以后出血还敢不敢打冷沉淀了！,你还缺一次弥补,10,,输冷沉淀过敏你们有遇见过吗？
            ,添玮妈,18,,宝宝牙龈磕破形成血包怎么办？
            宝宝每次脚不愿站或走，马上就有去打针，好了后怎么没淤青出来，出血时也不知是哪出血，检查了也检查不出来，没发烫没哭闹，这次也是一样发现不对马上打，但就是不知哪出血，还能动来动去就是走有问题不敢用力，到底是哪出血了？,平安健康yy,29,,请教友友们
            我是血友病甲，在九月八号那天吃了两块鸭子肉，然后到了夜里就上吐下泄，拉的我都站不起来，然后吃了点止泻药，第二天就不拉了，以为好了。结果两天之后大便变成黑色的了，我也没在意，不痛不痒的，一切正常，直到现在每两三天大便的时候都是黑色的，我心里才起疑心，今天右边腹部有一点痛不知道是怎么回事，这是内出血么？是那边出血了？@蚂蚁菜@山东老八路大神帮帮我心里有点害怕第一次这样,斩风我心随风飞,3,,病友来看我是不是便血
            我就是想问问···有中牟附近的病友没？？？中牟白沙，中牟新区···,殘翅男孩,9,,我就是想问问···
            ,长春祖千秋,759,,立个贴，今天开始住院置换膝关节，尽量多给大家分享下
            宝宝腰部出现了一个大疙瘩，问他疼不疼，他说不疼，也不发青发紫，还越来越硬了是什么原因？皮下出血吗？,俊宇宝妈,12,,宝宝腰部出现了一个大疙瘩，问他
            哈哈，也祝我自己生日快乐,0537愣头青,30,,提前祝兄弟们中秋节快乐哈
            我半年前预约的膝盖同位素手术，就是抽积液的，刚刚说让我18号必须住院，问他住多久能做也没说，就让先住着。我记得以前不住院的，不是华大夫打的电话，怕是医托，而且家在徐州，马上就是春节了，回来怕是买不到车票的，大家说说怎么办好！！！,谁大明湖畔,53,,问大家一下，刚刚北京协和医院给我打电话了。
            即将临产，9号的预产期，在西南医科大学附属医院生娃产科医生觉得我的情况太头疼不太愿意接收我住院待产，各位吧友，我用血浆止血能和正常人的aptt一样吗？,凉拖鞋__,12,,求助，五因子缺乏用血浆
            手指受伤了，被截肢了，现在伤口是黑色可以抽线了吗，8月19日晚做的手术,LV挥霍的人生,7,,手指受伤了，被截肢了，现在伤口
            前面的都不重要  我印象最深的就是一两句话。他们说，血友病是因为什么事情导致的基因缺陷，然后他说就像熊猫一样，属于已被进化所抛弃的基因。。之类的,王子蛆,73,,今天同学聚会。。听几个学医的同学从卖吧事件讨论到社会伦理问题。
            何况在荧屏中呢,14568阿达,1,,知人知面不知心
            有些关于医保的问题，想咨询，有懂得么，或者山东做过置换的哥们咨询下。,明月奈沟渠,1,,求医保大神求教……
            去医院检测血友病基因是不是携带，可孩子患者已经没了。妈妈自己一个人能检测吗？大家知道的帮我解答一下，万分感谢！,xiwanghuihao55,11,,急，急，急。帮帮忙！
            吧友有知道的给说下，谢谢🙏,小小酥的酥,1,,有北京的病友吗？知道哪有卖康斯平的吗？
            半年时间了，胃肠类贴吧天天被挖坟、爆吧没人问，举报也不删除，,华人大同,0,,百度臭不要脸卖吧，胃肠类贴吧几乎天天被挖坟
            半个月没来贴吧了，今天刷了下贴吧，发现一些比较负能量的帖子，看了之后顿时一股火气，按耐不住，几句牢骚不吐不快,XBOX12345,57,,冒着被喷的风险来说两句话
            这段腿不知道怎么了，老出血，上个星期刚输了六只，这又输上了，耽误谈对象啊！有抗体，只能输凝血酶复合物了，有和我一样的吗？医院给我个名额免费用因子，有抗体也用不了啊。,爱笑的纯情游侠,12,,九月份，第二次来医院输凝血酶复合物了。倒霉！
            南昌那个医院有卖康斯平8因子的可以报销的     求知谢谢,大千世界无qby,3,,南昌
            石家庄哪里可以买到康舒宁（人凝血酶原复合物）求地址，电话，万分感谢！,循序渐进2008,15,,石家庄哪里可以买到康舒宁（人凝
            请教大家对于针头和头皮针购买的规格。我没买过！在此请教！,Youni子益,3,,关于针头和头皮针购买
            ,北道鬼祭子,35,,我刚刚走路被绊倒，磕到膝盖了
            ,0537愣头青,30,,我发表了一篇图片贴，大伙来看看吧~
            我现在有抗体，医生改凝血酶复合物了。上个星期输了6支200单位的。效果可以。现在腿又不舒服了，昨天输了400单位，今天去输，医生说要血栓的风险。改用七因子。太贵了。医生说静养。我现在怎么办啊？（这三十天内共用了24支。最大的一次用800单位。 这药输了有点头疼。）,爱笑的纯情游侠,0,,急！有甲型血友病输凝血酶复合物的吗？容易产生血栓吗？
            有没有山东济宁的血友？我想问下济宁哪家医院有治疗血友病的医生，从哪里可以买到八因子？,浩宇小宝宝妈妈,6,,有没有山东济宁的血友？我想问下
            血友病携带者，凝血酶原时间正常，凝血酶时间正常，凝血酶原活动度正常，活化部分凝血活酶时间正常，纤维蛋白原正常，可不可以拔牙？,一已以议,6,,血友病携带者
            问问大家，我们血友能办健康证吗？能办下来吗？找了好多工作都要健康证，不知道能不能办下来所以就没去办，要是能办下来就打算去办一个，这样好找工作，急急,心碎的伤疤,15,,问问大家，我们血友能办健康证吗
            小腿出血一星期多了，最近俩三天不发烫也不硬了，也该是没出血了，可是走动的时候更疼了，怎么回事？,清稀饭1998,14,,小腿出血
            因为宝宝即将进入小学，这几天心里总是有些忐忑不安，希望能有有经验的血友妈妈或是和我一样，宝宝即将进入小学的血友妈妈一起来交流下。,lmw201210,58,,有没有宝宝已经上学或今年即将上学的血友妈妈来交流下
            我在上海瑞金医院做了基因检测和抽羊水，但是1个月过去了，报告还没寄过来，医生就打了个电话说是正常男孩，还是有点担忧，请问有人也做过吗？报告什么时候拿到？这边实验室好神秘，老是找不到医生，电话也打不通,洁485,83,,有谁在瑞金医院做过基因检测？
            ,丿让我爱他,11,,如图！
